TUR1,TUR2,TN1,TN2,COD1,COD2,KMNO1,KMNO2,TP1,TP2,AN1,AN2
1.23155060329283e-07,1.23155060329283e-07,0.157029012472938,1e-07,0.0554266452066311,0.0158856512942805,0.061509857885805,0.00766341086800746,0.0329297125509715,0.0013049019780144,0.103532184329566,1.10975249641207e-07
