TUR1,TUR2,TN1,TN2,COD1,COD2,KMNO1,KMNO2,TP1,TP2,AN1,AN2
1e-07,1e-07,0.830994194935339,1.10975249641207e-07,0.0329297125509715,0.00850448934180269,0.0143145893752348,0.00766341086800746,0.0158856512942805,0.00024658110758226,0.0682607183427239,0.000460592204114511
